,decay,time,log_decay,log_time
6644,660,475592,6.492239835,13.07231562
6645,700,475626,6.551080335,13.07238711
6646,660,475758,6.492239835,13.0726646
6647,5720,475889,8.651724084,13.07293991
6648,100,475897,4.605170186,13.07295672
6649,7740,475975,8.954156967,13.07312061
6650,2140,476000,7.668561108,13.07317313
6651,120,476013,4.787491743,13.07320044
6652,14400,476018,9.574983486,13.07321095
6653,100,476093,4.605170186,13.07336849
6654,420,476126,6.040254711,13.0734378
6655,1140,476162,7.038783541,13.07351341
6656,3300,476201,8.101677747,13.07359531
6657,600,476228,6.396929655,13.07365201
6658,1780,476266,7.484368643,13.0737318
6659,4860,476351,8.488793717,13.07391026
6660,420,476379,6.040254711,13.07396903
6661,460,476490,6.131226489,13.07420202
6662,2940,476675,7.98616486,13.0745902
6663,7540,476735,8.927977461,13.07471606
6664,600,476768,6.396929655,13.07478528
6665,6900,476900,8.839276691,13.0750621
6666,2800,476911,7.937374696,13.07508517
6667,1060,477044,6.966024187,13.07536401
6668,4240,477304,8.352318548,13.07590888
6669,800,477395,6.684611728,13.07609952
6670,520,477444,6.253828812,13.07620215
6671,1740,477576,7.461640392,13.07647859
6672,3420,477663,8.13739583,13.07666074
6673,3740,477693,8.22684089,13.07672355
6674,13220,477736,9.489486113,13.07681356
6675,3140,477868,8.051978079,13.07708982
6676,480,477900,6.173786104,13.07715678
6677,2860,478022,7.958576904,13.07741204
6678,80,478097,4.382026635,13.07756892
6679,1300,478121,7.170119543,13.07761912
6680,2280,478135,7.731930722,13.0776484
6681,1920,478187,7.560080465,13.07775715
6682,520,478226,6.253828812,13.0778387
6683,540,478266,6.29156914,13.07792234
6684,6960,478322,8.847934753,13.07803942
6685,840,478450,6.733401892,13.07830699
6686,10060,478454,9.216322444,13.07831535
6687,580,478671,6.363028104,13.07876879
6688,360,478716,5.886104031,13.0788628
6689,3120,478755,8.045588281,13.07894426
6690,7920,478806,8.977146485,13.07905078
6691,340,478922,5.828945618,13.07929302
6692,2300,478971,7.740664402,13.07939533
6693,5160,479095,8.548691858,13.07965419
6694,1300,479150,7.170119543,13.07976898
6695,2460,479200,7.807916629,13.07987333
6696,620,479216,6.429719478,13.07990671
6697,620,479290,6.429719478,13.08006112
6698,160,479302,5.075173815,13.08008616
6699,900,479344,6.802394763,13.08017378
6700,4720,479526,8.459564079,13.08055339
6701,1680,479561,7.426549072,13.08062638
6702,1260,479595,7.138867,13.08069728
6703,1000,479600,6.907755279,13.0807077
6704,2360,479659,7.766416898,13.08083071
6705,120,479747,4.787491743,13.08101416
6706,4020,479870,8.299037182,13.08127051
6707,1320,479890,7.185387016,13.08131219
6708,3640,480043,8.199738961,13.08163096
6709,2720,480052,7.908387159,13.08164971
6710,2240,480098,7.714231145,13.08174553
6711,260,480114,5.560681631,13.08177885
6712,560,480185,6.327936784,13.08192673
6713,640,480324,6.461468176,13.08221616
6714,720,480386,6.579251212,13.08234523
6715,1220,480410,7.106606138,13.08239518
6716,260,480415,5.560681631,13.08240559
6717,2100,480468,7.649692624,13.08251591
6718,2860,480508,7.958576904,13.08259916
6719,940,480570,6.845879875,13.08272818
6720,460,480640,6.131226489,13.08287383
6721,460,480697,6.131226489,13.08299241
6722,120,480931,4.787491743,13.08347909
6723,3220,480976,8.077136639,13.08357265
6724,2540,480976,7.83991936,13.08357265
6725,1380,481057,7.229838778,13.08374105
6726,200,481089,5.298317367,13.08380756
6727,720,481130,6.579251212,13.08389278
6728,14680,481161,9.594241302,13.08395721
6729,2200,481222,7.696212639,13.08408398
6730,940,481229,6.845879875,13.08409853
6731,1160,481288,7.056175284,13.08422112
6732,4540,481415,8.420682291,13.08448496
6733,3940,481543,8.278936002,13.08475081
6734,3100,481604,8.03915739,13.08487748
6735,1320,481694,7.185387016,13.08506434
6736,1400,481700,7.244227516,13.08507679
6737,3640,481741,8.199738961,13.0851619
6738,780,481792,6.65929392,13.08526776
6739,4800,481826,8.476371197,13.08533833
6740,960,481855,6.866933284,13.08539852
6741,14420,482160,9.576371411,13.08603129
6742,1120,482320,7.021083964,13.08636307
6743,15880,482418,9.672815735,13.08656624
6744,1240,482465,7.122866659,13.08666366
6745,780,482495,6.65929392,13.08672584
6746,920,482518,6.82437367,13.0867735
6747,1480,482527,7.299797367,13.08679216
6748,1660,482555,7.414572881,13.08685018
6749,1020,482577,6.927557906,13.08689577
6750,260,482578,5.560681631,13.08689784
6751,580,482625,6.363028104,13.08699523
6752,2140,482643,7.668561108,13.08703253
6753,560,482667,6.327936784,13.08708225
6754,1300,482725,7.170119543,13.08720241
6755,980,482747,6.887552572,13.08724799
6756,1540,482752,7.339537695,13.08725834
6757,540,482818,6.29156914,13.08739505
6758,440,482993,6.086774727,13.08775744
6759,620,483008,6.429719478,13.0877885
6760,800,483070,6.684611728,13.08791685
6761,8940,483073,9.098290868,13.08792306
6762,1420,483224,7.258412151,13.08823559
6763,4340,483729,8.375629627,13.08928011
6764,2560,483935,7.847762537,13.08970588
6765,4400,484058,8.38935982,13.08996001
6766,17020,484074,9.742144402,13.08999307
6767,2640,484092,7.878534196,13.09003025
6768,1760,484226,7.473069088,13.09030702
6769,1400,484312,7.244227516,13.09048461
6770,1120,484329,7.021083964,13.09051971
6771,1220,484354,7.106606138,13.09057132
6772,3160,484373,8.058327307,13.09061055
6773,340,484474,5.828945618,13.09081905
6774,440,484522,6.086774727,13.09091812
6775,280,484527,5.634789603,13.09092844
6776,4900,484575,8.496990484,13.0910275
6777,4140,484607,8.328451067,13.09109353
6778,860,484666,6.756932389,13.09121527
6779,1440,484707,7.272398393,13.09129986
6780,6560,484770,8.788745882,13.09142983
6781,7780,484922,8.959311617,13.09174333
6782,780,484925,6.65929392,13.09174952
6783,4540,484954,8.420682291,13.09180932
6784,540,484980,6.29156914,13.09186293
6785,1000,485136,6.907755279,13.09218454
6786,3360,485152,8.119696253,13.09221752
6787,740,485233,6.606650186,13.09238447
6788,340,485279,5.828945618,13.09247926
6789,5860,485315,8.675904883,13.09255344
6790,1280,485330,7.154615357,13.09258435
6791,3480,485483,8.154787573,13.09289955
6792,460,485551,6.131226489,13.09303961
6793,860,485600,6.756932389,13.09314052
6794,480,485657,6.173786104,13.09325789
6795,2480,485772,7.816013839,13.09349466
6796,4440,485774,8.398409655,13.09349877
6797,600,485783,6.396929655,13.0935173
6798,18000,485873,9.798127037,13.09370255
6799,420,485906,6.040254711,13.09377047
6800,3980,485921,8.289037098,13.09380134
6801,3980,485971,8.289037098,13.09390423
6802,80,486100,4.382026635,13.09416964
6803,4480,486125,8.407378325,13.09422107
6804,6120,486196,8.719317376,13.09436711
6805,220,486216,5.393627546,13.09440825
6806,1480,486320,7.299797367,13.09462212
6807,4840,486324,8.48467,13.09463035
6808,420,486327,6.040254711,13.09463652
6809,140,486327,4.941642423,13.09463652
6810,2240,486400,7.714231145,13.09478661
6811,800,486474,6.684611728,13.09493874
6812,260,486513,5.560681631,13.0950189
6813,1180,486539,7.073269717,13.09507234
6814,4620,486598,8.438149984,13.0951936
6815,3760,486740,8.232174236,13.09548538
6816,1180,486796,7.073269717,13.09560042
6817,2880,487046,7.965545573,13.09611385
6818,1580,487054,7.365180126,13.09613028
6819,2060,487060,7.630461262,13.0961426
6820,1640,487205,7.402451521,13.09644026
6821,2080,487213,7.640123173,13.09645668
6822,2180,487268,7.687080156,13.09656956
6823,5440,487286,8.60153434,13.0966065
6824,620,487294,6.429719478,13.09662292
6825,580,487405,6.363028104,13.09685068
6826,480,487408,6.173786104,13.09685683
6827,120,487554,4.787491743,13.09715633
6828,2400,487649,7.783224016,13.09735116
6829,760,487696,6.633318433,13.09744754
6830,4780,487903,8.472195825,13.09787189
6831,3380,488046,8.125630988,13.09816494
6832,460,488318,6.131226489,13.09872211
6833,680,488362,6.522092798,13.09881221
6834,5760,488383,8.658692754,13.09885521
6835,2160,488449,7.677863501,13.09899034
6836,3360,488665,8.119696253,13.09943246
6837,1300,488685,7.170119543,13.09947339
6838,700,488741,6.551080335,13.09958798
6839,140,488807,4.941642423,13.09972301
6840,2620,488836,7.870929597,13.09978233
6841,3380,488855,8.125630988,13.0998212
6842,4880,488906,8.492900499,13.09992552
6843,360,488951,5.886104031,13.10001756
6844,2480,488991,7.816013839,13.10009936
6845,140,489021,4.941642423,13.10016071
6846,4020,489089,8.299037182,13.10029976
6847,2700,489092,7.901007052,13.10030589
6848,1600,489095,7.377758908,13.10031202
6849,860,489131,6.756932389,13.10038563
6850,980,489236,6.887552572,13.10060027
6851,1860,489266,7.528331767,13.10066159
6852,10600,489386,9.26860928,13.10090682
6853,2780,489425,7.930206207,13.10098651
6854,2200,489437,7.696212639,13.10101103
6855,680,489459,6.522092798,13.10105598
6856,1620,489460,7.390181428,13.10105802
6857,500,489484,6.214608098,13.10110705
6858,1020,489535,6.927557906,13.10121124
6859,640,489610,6.461468176,13.10136443
6860,2600,489639,7.863266724,13.10142366
6861,1060,489661,6.966024187,13.10146859
6862,140,489710,4.941642423,13.10156866
6863,1360,489796,7.215239979,13.10174426
6864,2940,489833,7.98616486,13.1018198
6865,14340,489854,9.570808114,13.10186267
6866,1280,489865,7.154615357,13.10188512
6867,1480,489887,7.299797367,13.10193003
6868,1240,489888,7.122866659,13.10193207
6869,3460,489893,8.149023868,13.10194228
6870,2300,490008,7.740664402,13.102177
6871,580,490026,6.363028104,13.10221373
6872,19200,490078,9.862665558,13.10231984
6873,1060,490092,6.966024187,13.10234841
6874,460,490178,6.131226489,13.10252387
6875,340,490273,5.828945618,13.10271766
6876,1860,490308,7.528331767,13.10278904
6877,1340,490414,7.200424893,13.10300521
6878,1760,490513,7.473069088,13.10320706
6879,3040,490547,8.019612794,13.10327637
6880,800,490649,6.684611728,13.10348428
6881,980,490703,6.887552572,13.10359434
6882,420,491043,6.040254711,13.10428698
6883,5280,491094,8.571681377,13.10439083
6884,4980,491114,8.51318517,13.10443156
6885,4180,491126,8.338066526,13.10445599
6886,2760,491130,7.922985959,13.10446414
6887,340,491306,5.828945618,13.10482243
6888,1600,491386,7.377758908,13.10498525
6889,2660,491399,7.886081402,13.1050117
6890,5320,491427,8.579228582,13.10506868
6891,4520,491443,8.416267273,13.10510124
6892,2960,491501,7.992944547,13.10521925
6893,7320,491558,8.898365607,13.10533522
6894,1680,491590,7.426549072,13.10540031
6895,1980,491603,7.590852124,13.10542676
6896,1380,491750,7.229838778,13.10572574
6897,220,491782,5.393627546,13.10579081
6898,1000,492044,6.907755279,13.10632342
6899,6300,492052,8.748304912,13.10633968
6900,1660,492060,7.414572881,13.10635594
6901,1580,492064,7.365180126,13.10636407
6902,100,492088,4.605170186,13.10641284
6903,4860,492179,8.488793717,13.10659775
6904,3340,492200,8.113726086,13.10664042
6905,280,492247,5.634789603,13.1067359
6906,1860,492288,7.528331767,13.10681919
6907,5760,492363,8.658692754,13.10697153
6908,7200,492376,8.881836305,13.10699793
6909,380,492420,5.940171253,13.10708729
6910,18400,492447,9.820105944,13.10714212
6911,2060,492541,7.630461262,13.10733298
6912,1240,492671,7.122866659,13.10759689
6913,680,492719,6.522092798,13.10769431
6914,1480,492817,7.299797367,13.10789319
6915,2180,492906,7.687080156,13.10807377
6916,900,492946,6.802394763,13.10815491
6917,200,492964,5.298317367,13.10819143
6918,2480,493041,7.816013839,13.10834761
6919,1780,493041,7.484368643,13.10834761
6920,5100,493051,8.536995819,13.1083679
6921,6440,493087,8.770283819,13.10844091
6922,4940,493173,8.50512061,13.1086153
6923,3320,493283,8.107720062,13.10883832
6924,880,493305,6.779921907,13.10888292
6925,620,493378,6.429719478,13.10903089
6926,4660,493404,8.446770727,13.10908359
6927,4880,493726,8.492900499,13.10973599
6928,2620,493798,7.870929597,13.10988181
6929,480,493849,6.173786104,13.10998508
6930,5640,493866,8.637639344,13.1100195
6931,360,493907,5.886104031,13.11010252
6932,2640,494029,7.878534196,13.1103495
6933,4900,494054,8.496990484,13.1104001
6934,4000,494095,8.29404964,13.11048309
6935,3300,494135,8.101677747,13.11056404
6936,7440,494177,8.914626128,13.11064903
6937,1700,494303,7.43838353,13.11090397
6938,260,494304,5.560681631,13.11090599
6939,360,494318,5.886104031,13.11093431
6940,2800,494320,7.937374696,13.11093836
6941,1880,494326,7.539027056,13.1109505
6942,2400,494329,7.783224016,13.11095657
6943,2060,494405,7.630461262,13.1111103
6944,5060,494408,8.529121762,13.11111637
6945,1660,494500,7.414572881,13.11130243
6946,2020,494514,7.61085279,13.11133074
6947,2880,494602,7.965545573,13.11150868
6948,1640,494625,7.402451521,13.11155518
6949,80,494630,4.382026635,13.11156529
6950,360,494640,5.886104031,13.1115855
6951,3800,494730,8.242756346,13.11176744
6952,180,494759,5.192956851,13.11182605
6953,440,494811,6.086774727,13.11193115
6954,140,494848,4.941642423,13.11200592
6955,2000,494859,7.60090246,13.11202815
6956,17100,495022,9.746833742,13.11235749
6957,900,495051,6.802394763,13.11241607
6958,820,495100,6.70930434,13.11251504
6959,2180,495111,7.687080156,13.11253726
6960,9980,495131,9.208338369,13.11257765
6961,6580,495133,8.791790024,13.11258169
6962,140,495152,4.941642423,13.11262007
6963,960,495175,6.866933284,13.11266651
6964,3020,495202,8.01301211,13.11272104
6965,920,495208,6.82437367,13.11273316
6966,1120,495269,7.021083964,13.11285633
6967,2540,495306,7.83991936,13.11293103
6968,2120,495344,7.659171368,13.11300775
6969,1740,495399,7.461640392,13.11311878
6970,3560,495406,8.177515824,13.11313291
6971,1520,495470,7.326465614,13.11326209
6972,2580,495480,7.855544678,13.11328227
6973,100,495507,4.605170186,13.11333676
6974,13300,495521,9.495519314,13.11336501
6975,1940,495575,7.570443252,13.11347398
6976,860,495635,6.756932389,13.11359505
6977,3520,495653,8.166216269,13.11363136
6978,1220,495857,7.106606138,13.11404286
6979,3520,495926,8.166216269,13.114182
6980,560,495934,6.327936784,13.11419813
6981,160,495936,5.075173815,13.11420217
6982,440,496097,6.086774727,13.11452675
6983,3220,496222,8.077136639,13.11477869
6984,1020,496233,6.927557906,13.11480085
6985,5560,496240,8.623353387,13.11481496
6986,560,496258,6.327936784,13.11485123
6987,1280,496428,7.154615357,13.11519374
6988,200,496437,5.298317367,13.11521187
6989,840,496441,6.733401892,13.11521992
6990,680,496571,6.522092798,13.11548175
6991,420,496770,6.040254711,13.11588242
6992,2840,496824,7.951559331,13.11599112
6993,2380,496898,7.774855767,13.11614005
6994,1820,497049,7.50659178,13.11644389
6995,1120,497057,7.021083964,13.11645999
6996,3820,497078,8.248005702,13.11650223
6997,600,497082,6.396929655,13.11651028
6998,1600,497184,7.377758908,13.11671546
6999,1640,497189,7.402451521,13.11672551
7000,1020,497211,6.927557906,13.11676976
7001,680,497298,6.522092798,13.11694472
7002,380,497395,5.940171253,13.11713976
7003,920,497509,6.82437367,13.11736893
7004,8740,497548,9.075665469,13.11744731
7005,1320,497568,7.185387016,13.11748751
7006,800,497801,6.684611728,13.11795568
7007,2820,497995,7.944492164,13.11834532
7008,440,498037,6.086774727,13.11842965
7009,2000,498094,7.60090246,13.11854409
7010,5960,498535,8.69282576,13.11942908
7011,460,498637,6.131226489,13.11963366
7012,1080,498705,6.98471632,13.11977002
7013,2140,498882,7.668561108,13.12012487
7014,1780,498920,7.484368643,13.12020104
7015,1360,498984,7.215239979,13.12032931
7016,980,499131,6.887552572,13.12062387
7017,1980,499141,7.590852124,13.1206439
7018,1280,499505,7.154615357,13.12137289
7019,100,499715,4.605170186,13.12179321
7020,1020,499809,6.927557906,13.1219813
7021,1080,499892,6.98471632,13.12214735
7022,3780,499992,8.237479289,13.12234738
7023,480,500016,6.173786104,13.12239538
7024,1880,500146,7.539027056,13.12265533
7025,760,500260,6.633318433,13.12288324
7026,60,500262,4.094344562,13.12288724
7027,10860,500262,9.292841593,13.12288724
7028,1140,500282,7.038783541,13.12292722
7029,500,500340,6.214608098,13.12304315
7030,40,500458,3.688879454,13.12327896
7031,520,500541,6.253828812,13.12344479
7032,2880,500691,7.965545573,13.12374442
7033,2200,500848,7.696212639,13.12405794
7034,780,500921,6.65929392,13.12420368
7035,1120,501015,7.021083964,13.12439132
7036,2960,501124,7.992944547,13.12460885
7037,1440,501165,7.272398393,13.12469067
7038,360,501190,5.886104031,13.12474055
7039,1180,501241,7.073269717,13.1248423
7040,680,501310,6.522092798,13.12497995
7041,100,501466,4.605170186,13.12529109
7042,2100,501652,7.649692624,13.12566193
7043,800,501741,6.684611728,13.12583933
7044,940,501764,6.845879875,13.12588517
7045,2060,501788,7.630461262,13.125933
7046,4920,502253,8.501063809,13.12685926
7047,1340,502281,7.200424893,13.126915
7048,380,502382,5.940171253,13.12711607
7049,1360,502494,7.215239979,13.12733898
7050,280,502505,5.634789603,13.12736087
7051,3020,502771,8.01301211,13.12789008
7052,600,502793,6.396929655,13.12793383
7053,1540,502839,7.339537695,13.12802532
7054,3580,502909,8.183118079,13.12816452
7055,200,502971,5.298317367,13.12828779
7056,640,503060,6.461468176,13.12846473
7057,4140,503077,8.328451067,13.12849852
7058,660,503252,6.492239835,13.12884632
7059,2400,503273,7.783224016,13.12888805
7060,180,503295,5.192956851,13.12893176
7061,2060,503342,7.630461262,13.12902514
7062,2160,503431,7.677863501,13.12920194
7063,840,503440,6.733401892,13.12921982
7064,1840,503577,7.517520851,13.12949191
7065,1480,503617,7.299797367,13.12957134
7066,3200,503688,8.070906089,13.12971231
7067,7260,503707,8.890135108,13.12975003
7068,5360,503735,8.586719254,13.12980562
7069,4220,503783,8.347590407,13.1299009
7070,500,503796,6.214608098,13.1299267
7071,11620,503935,9.36048303,13.13020257
7072,2140,503992,7.668561108,13.13031567
7073,900,503992,6.802394763,13.13031567
7074,1520,504069,7.326465614,13.13046844
7075,5440,504197,8.60153434,13.13072234
7076,3540,504267,8.171882006,13.13086117
7077,4200,504289,8.342839804,13.1309048
7078,1720,504324,7.45007957,13.1309742
7079,520,504327,6.253828812,13.13098015
7080,1160,504405,7.056175284,13.1311348
7081,200,504425,5.298317367,13.13117445
7082,200,504514,5.298317367,13.13135087
7083,1020,504522,6.927557906,13.13136673
7084,3740,504626,8.22684089,13.13157284
7085,760,504636,6.633318433,13.13159266
7086,1600,504750,7.377758908,13.13181854
7087,4000,504756,8.29404964,13.13183042
7088,4180,504924,8.338066526,13.1321632
7089,660,504967,6.492239835,13.13224836
7090,1360,504970,7.215239979,13.1322543
7091,6460,505028,8.773384597,13.13236915
7092,4760,505060,8.468002947,13.13243251
7093,1280,505158,7.154615357,13.13262653
7094,2260,505357,7.723120092,13.13302039
7095,660,505397,6.492239835,13.13309954
7096,1060,505459,6.966024187,13.13322221
7097,1740,505522,7.461640392,13.13334684
7098,4160,505524,8.333270353,13.13335079
7099,1300,505558,7.170119543,13.13341805
7100,2220,505729,7.705262475,13.13375623
7101,2760,505743,7.922985959,13.13378391
7102,3680,505761,8.210668031,13.1338195
7103,3300,505840,8.101677747,13.13397569
7104,8160,505889,9.006999448,13.13407256
7105,2400,505951,7.783224016,13.13419511
7106,360,506101,5.886104031,13.13449153
7107,2500,506128,7.824046011,13.13454488
7108,4860,506131,8.488793717,13.13455081
7109,3160,506201,8.058327307,13.1346891
7110,3640,506234,8.199738961,13.13475429
7111,4460,506250,8.402904045,13.1347859
7112,19480,506294,9.877143577,13.13487281
7113,1740,506354,7.461640392,13.13499131
7114,1680,506366,7.426549072,13.13501501
7115,4780,506531,8.472195825,13.13534081
7116,5120,506582,8.540909718,13.13544148
7117,160,506662,5.075173815,13.13559939
7118,5120,506667,8.540909718,13.13560926
7119,2160,506738,7.677863501,13.13574938
7120,2540,506744,7.83991936,13.13576122
7121,580,506745,6.363028104,13.1357632
7122,220,506782,5.393627546,13.13583621
7123,1840,506811,7.517520851,13.13589343
7124,140,507025,4.941642423,13.13631559
7125,740,507029,6.606650186,13.13632348
7126,4320,507032,8.371010681,13.1363294
7127,12060,507067,9.39764947,13.13639842
7128,620,507074,6.429719478,13.13641223
7129,1280,507075,7.154615357,13.1364142
7130,2660,507107,7.886081402,13.13647731
7131,180,507108,5.192956851,13.13647928
7132,5900,507188,8.68270763,13.13663702
7133,380,507200,5.940171253,13.13666068
7134,6100,507259,8.71604405,13.136777
7135,660,507279,6.492239835,13.13681643
7136,3100,507295,8.03915739,13.13684797
7137,1560,507441,7.3524411,13.13713573
7138,1860,507479,7.528331767,13.13721061
7139,440,507492,6.086774727,13.13723623
7140,780,507602,6.65929392,13.13745295
7141,2600,507692,7.863266724,13.13763024
7142,2660,507719,7.886081402,13.13768342
7143,960,507723,6.866933284,13.1376913
7144,3380,507759,8.125630988,13.1377622
7145,660,507800,6.492239835,13.13784295
7146,4420,507801,8.393894975,13.13784492
7147,1800,507802,7.495541944,13.13784689
7148,1160,507993,7.056175284,13.13822295
7149,4020,508017,8.299037182,13.13827019
7150,3520,508025,8.166216269,13.13828594
7151,340,508159,5.828945618,13.13854967
7152,520,508192,6.253828812,13.13861461
7153,1460,508221,7.286191715,13.13867167
7154,1200,508270,7.090076836,13.13876808
7155,1560,508368,7.3524411,13.13896087
7156,6720,508410,8.812843434,13.13904349
7157,4280,508459,8.361708289,13.13913986
7158,420,508587,6.040254711,13.13939157
7159,3020,508588,8.01301211,13.13939354
7160,80,508629,4.382026635,13.13947415
7161,2620,508639,7.870929597,13.13949381
7162,3020,508718,8.01301211,13.13964911
7163,3580,508906,8.183118079,13.1400186
7164,1060,508978,6.966024187,13.14016007
7165,1280,509042,7.154615357,13.14028581
7166,2240,509061,7.714231145,13.14032313
7167,5460,509167,8.605204069,13.14053134
7168,2880,509260,7.965545573,13.14071397
7169,40,509293,3.688879454,13.14077877
7170,1240,509297,7.122866659,13.14078662
7171,2880,509362,7.965545573,13.14091424
7172,7980,509378,8.98469369,13.14094565
7173,680,509402,6.522092798,13.14099277
7174,1680,509424,7.426549072,13.14103595
7175,1100,509467,7.003065459,13.14112036
7176,3860,509493,8.258422462,13.14117139
7177,140,509527,4.941642423,13.14123812
7178,3220,509536,8.077136639,13.14125579
7179,2340,509539,7.757906208,13.14126167
7180,2080,509647,7.640123173,13.14147361
7181,160,509727,5.075173815,13.14163057
7182,2060,509777,7.630461262,13.14172865
7183,400,509778,5.991464547,13.14173062
7184,820,509845,6.70930434,13.14186204
7185,560,509921,6.327936784,13.14201109
7186,340,509930,5.828945618,13.14202874
7187,8480,509965,9.045465729,13.14209737
7188,720,510001,6.579251212,13.14216797
7189,8420,510005,9.038365107,13.14217581
7190,1300,510095,7.170119543,13.14235226
7191,12620,510102,9.443038136,13.14236598
7192,60,510316,4.094344562,13.14278542
7193,2640,510333,7.878534196,13.14281873
7194,5660,510335,8.641179171,13.14282265
7195,1940,510389,7.570443252,13.14292846
7196,920,510477,6.82437367,13.14310086
7197,2560,510538,7.847762537,13.14322035
7198,3600,510578,8.188689124,13.1432987
7199,1700,510651,7.43838353,13.14344166
7200,18340,510794,9.816839746,13.14372166
7201,8320,510820,9.026417534,13.14377256
7202,680,510904,6.522092798,13.14393698
7203,80,510933,4.382026635,13.14399375
7204,760,510982,6.633318433,13.14408964
7205,2520,510990,7.832014181,13.1441053
7206,1360,511021,7.215239979,13.14416596
7207,3380,511128,8.125630988,13.14437533
7208,940,511142,6.845879875,13.14440272
7209,1220,511159,7.106606138,13.14443598
7210,960,511188,6.866933284,13.14449271
7211,2980,511209,7.999678579,13.14453379
7212,720,511298,6.579251212,13.14470787
7213,560,511310,6.327936784,13.14473134
7214,1020,511356,6.927557906,13.1448213
7215,1900,511371,7.549609165,13.14485063
7216,9160,511392,9.122601458,13.1448917
7217,2480,511707,7.816013839,13.14550747
7218,2640,511717,7.878534196,13.14552702
7219,3580,511724,8.183118079,13.1455407
7220,160,511815,5.075173815,13.14571851
7221,480,511984,6.173786104,13.14604865
7222,160,512001,5.075173815,13.14608186
7223,2980,512070,7.999678579,13.14621661
7224,2160,512130,7.677863501,13.14633378
7225,2480,512140,7.816013839,13.1463533
7226,780,512176,6.65929392,13.14642359
7227,1680,512285,7.426549072,13.14663639
7228,1600,512376,7.377758908,13.14681401
7229,2140,512434,7.668561108,13.1469272
7230,200,512510,5.298317367,13.1470755
7231,1740,512525,7.461640392,13.14710477
7232,1940,512651,7.570443252,13.14735058
7233,80,512694,4.382026635,13.14743445
7234,2540,512744,7.83991936,13.14753197
7235,2100,512749,7.649692624,13.14754173
7236,1440,512857,7.272398393,13.14775233
7237,2160,512866,7.677863501,13.14776988
7238,1280,512928,7.154615357,13.14789076
7239,680,513101,6.522092798,13.14822799
7240,3040,513132,8.019612794,13.1482884
7241,160,513147,5.075173815,13.14831763
7242,3840,513149,8.253227646,13.14832153
7243,360,513157,5.886104031,13.14833712
7244,1120,513296,7.021083964,13.14860796
7245,1000,513306,6.907755279,13.14862744
7246,4420,513324,8.393894975,13.1486625
7247,720,513399,6.579251212,13.1488086
7248,320,513404,5.768320996,13.14881834
7249,2360,513464,7.766416898,13.1489352
7250,8760,513488,9.077951184,13.14898194
7251,40,513517,3.688879454,13.14903841
7252,1200,513641,7.090076836,13.14927986
7253,1860,513700,7.528331767,13.14939472
7254,18200,513748,9.809176873,13.14948815
7255,580,513951,6.363028104,13.14988321
7256,3000,514036,8.006367568,13.15004858
7257,2080,514161,7.640123173,13.15029172
7258,3280,514166,8.095598701,13.15030145
7259,1880,514208,7.539027056,13.15038313
7260,3280,514308,8.095598701,13.15057759
7261,1620,514330,7.390181428,13.15062036
7262,1520,514376,7.326465614,13.15070979
7263,3440,514473,8.14322675,13.15089835
7264,2100,514483,7.649692624,13.15091779
7265,5060,514504,8.529121762,13.15095861
7266,2980,514545,7.999678579,13.15103829
7267,200,514616,5.298317367,13.15117627
7268,280,514754,5.634789603,13.1514444
7269,7480,514986,8.919988071,13.15189499
7270,240,515037,5.480638923,13.15199402
7271,340,515065,5.828945618,13.15204839
7272,1340,515130,7.200424893,13.15217457
7273,280,515218,5.634789603,13.15234539
7274,5860,515229,8.675904883,13.15236674
7275,3560,515399,8.177515824,13.15269664
7276,1200,515400,7.090076836,13.15269858
7277,160,515436,5.075173815,13.15276842
7278,2220,515493,7.705262475,13.152879
7279,60,515498,4.094344562,13.1528887
7280,3420,515537,8.13739583,13.15296435
7281,6660,515619,8.803874764,13.1531234
7282,1380,515969,7.229838778,13.15380197
7283,140,516019,4.941642423,13.15389887
7284,2060,516275,7.630461262,13.15439485
7285,1960,516349,7.580699752,13.15453817
7286,1180,516415,7.073269717,13.15466598
7287,4560,516452,8.425077903,13.15473763
7288,2120,516518,7.659171368,13.15486542
7289,2520,516574,7.832014181,13.15497383
7290,740,516700,6.606650186,13.15521771
7291,80,516714,4.382026635,13.15524481
7292,980,516834,6.887552572,13.15547702
7293,1220,516896,7.106606138,13.15559697
7294,1360,517010,7.215239979,13.1558175
7295,3540,517230,8.171882006,13.15624293
7296,2520,517248,7.832014181,13.15627773
7297,3620,517277,8.194229305,13.15633379
7298,2700,517301,7.901007052,13.15638019
7299,1920,517565,7.560080465,13.1568904
7300,520,517597,6.253828812,13.15695223
7301,520,517625,6.253828812,13.15700632
7302,5440,517725,8.60153434,13.15719949
7303,4880,517825,8.492900499,13.15739263
7304,1120,517930,7.021083964,13.15759538
7305,2560,517932,7.847762537,13.15759924
7306,2040,517974,7.620705087,13.15768033
7307,5720,518053,8.651724084,13.15783283
7308,4700,518131,8.455317788,13.15798339
7309,6740,518146,8.815815204,13.15801233
7310,3320,518160,8.107720062,13.15803935
7311,640,518219,6.461468176,13.15815321
7312,900,518249,6.802394763,13.1582111
7313,3540,518298,8.171882006,13.15830565
7314,860,518572,6.756932389,13.15883416
7315,1240,518607,7.122866659,13.15890165
7316,11000,518761,9.305650552,13.15919856
7317,1040,519132,6.946975992,13.15991347
7318,1680,519157,7.426549072,13.15996162
7319,1160,519228,7.056175284,13.16009837
7320,2260,519344,7.723120092,13.16032176
